dist,collegegrad,shares,market_ids,prices
0.59958053,0.056000002,0.78859597,90001,0
2.7442048,0.059,0.68980098,90002,0
1.9109894,0.057999998,0.68939197,90003,0
1.1518281,0.34999999,0.79741901,90004,0
0.14031371,0.31299999,0.75195199,90005,0
0.28897494,0.19,0.74774599,90006,0
0.61315596,0.266,0.83561999,90007,0
1.1233153,0.30000001,0.67945701,90008,0
0.58848643,0.50099999,0.94999999,90010,0
0.58471268,0.052999999,0.64354998,90011,0
0.20059106,0.33000001,0.86775601,90012,0
0.4118216,0.377,0.77910101,90013,0
0.10495003,0.44100001,0.83917803,90014,0
0.65839219,0.39300001,0.844917,90015,0
0.92479527,0.24600001,0.78252202,90016,0
0.12124414,0.31600001,0.75212997,90017,0
1.6879848,0.20900001,0.70179302,90018,0
0.30230719,0.347,0.76264203,90019,0
0.5787338,0.41800001,0.81615603,90020,0
1.3761752,0.29499999,0.94999999,90021,0
0.85677034,0.088,0.76486701,90022,0
0.24512604,0.066,0.76832902,90023,0
1.4663652,0.72600001,0.54301,90024,0
0.84510738,0.68800002,0.77004099,90025,0
0.13765614,0.40400001,0.72762799,90026,0
2.3629835,0.546,0.804093,90027,0
0.17498995,0.48100001,0.819112,90028,0
0.21454084,0.301,0.73799598,90029,0
0.56860799,0.21799999,0.75296098,90031,0
0.64785951,0.20200001,0.72055298,90032,0
0.28657994,0.119,0.78358197,90033,0
0.1714531,0.57499999,0.85339397,90034,0
0.47037354,0.63300002,0.83692002,90035,0
0.548186,0.68599999,0.80462402,90036,0
0.92675346,0.07,0.66976899,90037,0
0.5064618,0.34,0.74284399,90038,0
0.75253779,0.50800002,0.81270999,90039,0
2.6369281,0.096000001,0.89593399,90040,0
1.0464119,0.46599999,0.76454097,90041,0
0.14179038,0.32300001,0.74114197,90042,0
1.0575064,0.26199999,0.70551699,90043,0
2.0548992,0.079000004,0.63478202,90044,0
0.31085211,0.60799998,0.94999999,90045,0
1.4480802,0.61500001,0.73921198,90046,0
1.5990611,0.153,0.687482,90047,0
0.3809787,0.685,0.85284799,90048,0
3.9916096,0.787,0.83359897,90049,0
1.4038148,0.51899999,0.87965798,90056,0
0.53543025,0.20299999,0.63168103,90057,0
1.7702184,0.056000002,0.94999999,90058,0
1.3615408,0.075999998,0.63128197,90059,0
0.72300237,0.074000001,0.69638097,90061,0
1.1098655,0.131,0.671628,90062,0
0.35827619,0.104,0.75216103,90063,0
0.57682097,0.67799997,0.947317,90064,0
1.1874418,0.36000001,0.794985,90065,0
0.21913037,0.54500002,0.77644402,90066,0
0.99116409,0.68800002,0.94999999,90067,0
2.9813621,0.65700001,0.84585899,90068,0
0.36423832,0.67400002,0.86416501,90069,0
0.12680793,0.405,0.94999999,90071,0
0.65775138,0.098999999,0.050000001,90073,0
3.8648584,0.792,0.93489701,90077,0
0.70588607,0.0,0.050000001,90079,0
0.44174811,0.428,0.94999999,90089,0
0.81697726,0.0,0.94999999,90090,0
0.38879618,0.81599998,0.853975,90094,0
0.66362453,0.0,0.94999999,90095,0
1.2150202,0.064000003,0.70969403,90201,0
3.5130384,0.65600002,0.92211598,90210,0
0.31028101,0.63,0.89395899,90211,0
0.2546792,0.64399999,0.75563699,90212,0
2.9097738,0.105,0.65307403,90220,0
0.95098722,0.059999999,0.704561,90221,0
1.5349371,0.089000002,0.66082001,90222,0
0.60593903,0.51200002,0.83930701,90230,0
0.82052493,0.58600003,0.94999999,90232,0
1.1234359,0.26100001,0.79097098,90240,0
0.23204046,0.241,0.78431797,90241,0
1.1032367,0.20900001,0.75649899,90242,0
0.29493856,0.58399999,0.94999999,90245,0
0.12335657,0.22499999,0.76741201,90247,0
0.86488008,0.27200001,0.74818099,90248,0
1.3714676,0.23899999,0.800946,90249,0
0.95961869,0.22499999,0.73157501,90250,0
0.7863605,0.75700003,0.84828699,90254,0
0.8736887,0.071000002,0.72246301,90255,0
0.28221065,0.227,0.75515401,90260,0
0.32168567,0.077,0.70765299,90262,0
5.3294888,0.66600001,0.59587598,90265,0
0.54711014,0.75199997,0.87931597,90266,0
0.41368729,0.057,0.71472001,90270,0
3.9621978,0.78299999,0.92333102,90272,0
50.256241,0.72500002,0.899692,90274,0
1.2197107,0.676,0.83257502,90275,0
0.55785036,0.625,0.84777099,90277,0
0.49250412,0.583,0.87668198,90278,0
0.95248723,0.093999997,0.76646203,90280,0
6.4787693,0.70899999,0.82440501,90290,0
1.0570714,0.66399997,0.80941898,90291,0
0.74053693,0.70499998,0.90268898,90292,0
0.9761079,0.72399998,0.74993902,90293,0
0.9786604,0.142,0.70582801,90301,0
0.47353643,0.294,0.67052698,90302,0
0.25270545,0.14300001,0.75558698,90303,0
0.99436355,0.103,0.78682399,90304,0
1.3426083,0.331,0.69735402,90305,0
1.1343824,0.699,0.94999999,90401,0
1.4089518,0.77200001,0.86371797,90402,0
0.359301,0.74599999,0.89046502,90403,0
0.48813894,0.54799998,0.78863603,90404,0
0.89421922,0.67799997,0.86681402,90405,0
0.095887601,0.34999999,0.81501001,90501,0
0.36746907,0.35699999,0.82739902,90502,0
0.68144858,0.546,0.86967999,90503,0
1.9736966,0.42199999,0.80206001,90504,0
0.26176307,0.56599998,0.84904802,90505,0
1.1655935,0.0,0.94999999,90506,0
3.1610706,0.27700001,0.75424802,90601,0
0.38052663,0.192,0.71899098,90602,0
0.66776556,0.329,0.73471099,90603,0
0.6881538,0.189,0.68340898,90604,0
1.1844705,0.186,0.766559,90605,0
1.0778713,0.15099999,0.737611,90606,0
0.79586285,0.31,0.77894199,90620,0
0.57701153,0.29899999,0.77533001,90621,0
0.49091899,0.477,0.82503498,90623,0
0.48184714,0.42500001,0.80506301,90630,0
0.97981972,0.30899999,0.73665398,90631,0
0.42366061,0.324,0.726174,90638,0
0.14513837,0.198,0.77188098,90640,0
0.59029871,0.18700001,0.75728202,90650,0
0.7681284,0.12899999,0.78011799,90660,0
1.3972055,0.19400001,0.77980202,90670,0
0.6957522,0.20200001,0.75651002,90680,0
0.28598121,0.28200001,0.81900698,90701,0
0.78701597,0.52700001,0.88236499,90703,0
40.009804,0.23800001,0.66251302,90704,0
0.56686586,0.185,0.71445101,90706,0
0.68715852,0.26899999,0.71264797,90710,0
1.2898796,0.32800001,0.79816502,90712,0
0.91613591,0.31,0.76900202,90713,0
0.80969304,0.27900001,0.75543702,90715,0
0.23751567,0.104,0.71408099,90716,0
0.12695748,0.35499999,0.75932097,90717,0
1.2427803,0.52999997,0.77074802,90720,0
0.97963679,0.113,0.71159601,90723,0
1.8548707,0.227,0.77680802,90731,0
1.7813793,0.40700001,0.69175899,90732,0
2.3979454,0.49000001,0.81873202,90740,0
2.4654958,0.46399999,0.94999999,90742,0
0.22200777,0.085000001,0.67735302,90744,0
1.4458019,0.273,0.85046202,90745,0
1.3205754,0.338,0.74060601,90746,0
0.59971017,0.46399999,0.75381601,90755,0
0.98172164,0.412,0.74373901,90802,0
1.3386837,0.55299997,0.76377201,90803,0
0.95022821,0.28799999,0.69207299,90804,0
0.60958731,0.134,0.68072802,90805,0
0.77085423,0.17399999,0.73166102,90806,0
0.94237167,0.414,0.796229,90807,0
0.62970942,0.42899999,0.78955901,90808,0
2.6811533,0.17,0.73558199,90810,0
0.91821772,0.126,0.63785303,90813,0
1.1608778,0.52100003,0.735484,90814,0
1.0924232,0.50300002,0.76225501,90815,0
0.29496133,0.0,0.050000001,90831,0
3.2443042,0.43900001,0.78138697,91001,0
0.37866193,0.51700002,0.85915703,91006,0
0.46347785,0.53100002,0.84966302,91007,0
1.2051141,0.52399999,0.89265001,91008,0
1.169,0.27500001,0.79513597,91010,0
0.53915513,0.75800002,0.909868,91011,0
0.94626033,0.37,0.77015001,91016,0
0.8753351,0.38499999,0.72870803,91020,0
2.7446735,0.60799998,0.84826797,91024,0
0.8009358,0.67500001,0.91842699,91030,0
1.2712865,0.34900001,0.72524703,91040,0
8.9485016,0.27000001,0.69189203,91042,0
0.12819874,0.29699999,0.82911402,91046,0
0.80022848,0.61699998,0.804573,91101,0
2.2046745,0.35600001,0.79973102,91103,0
0.089358687,0.44499999,0.76346499,91104,0
0.45045403,0.69300002,0.94999999,91105,0
0.18086337,0.602,0.81293702,91106,0
5.5769329,0.54900002,0.897286,91107,0
0.96973491,0.77600002,0.87862098,91108,0
0.93473411,0.32800001,0.652098,91201,0
1.9751483,0.45100001,0.697092,91202,0
0.31266132,0.373,0.73484999,91203,0
0.14178015,0.278,0.625835,91204,0
1.4264855,0.34299999,0.64466101,91205,0
1.4670863,0.419,0.69533598,91206,0
1.7342089,0.50400001,0.72050399,91207,0
3.1876969,0.57099998,0.80869001,91208,0
0.22967009,0.73000002,0.63944203,91210,0
1.3612185,0.542,0.83548898,91214,0
3.1450307,0.58899999,0.77839601,91301,0
3.2063279,0.60799998,0.801768,91302,0
0.74131984,0.23999999,0.719248,91303,0
3.3519042,0.30599999,0.73701698,91304,0
0.91840804,0.26499999,0.76559401,91306,0
4.5385227,0.49900001,0.79327601,91307,0
3.9215322,0.405,0.74894601,91311,0
0.087370239,0.491,0.73740202,91316,0
0.55060965,0.51300001,0.78527898,91320,0
3.0740547,0.25299999,0.73299402,91321,0
1.0189755,0.41,0.79577899,91324,0
1.2982433,0.391,0.785052,91325,0
1.5149047,0.55900002,0.86774302,91326,0
0.74063277,0.43000001,0.050000001,91330,0
1.4595957,0.11,0.73923802,91331,0
0.39557183,0.25299999,0.74634999,91335,0
0.71600211,0.11,0.762546,91340,0
2.0416348,0.186,0.778175,91342,0
1.4077818,0.266,0.72252101,91343,0
0.39866245,0.38100001,0.77873898,91344,0
1.3428875,0.189,0.82777703,91345,0
0.66663188,0.375,0.87567699,91350,0
1.6505283,0.25400001,0.78355801,91351,0
2.6129332,0.171,0.728715,91352,0
0.38629085,0.52700001,0.82739198,91354,0
4.0880857,0.46900001,0.82238102,91355,0
1.4263868,0.493,0.80510199,91356,0
0.39861673,0.44,0.76135302,91360,0
8.751523,0.63800001,0.80214,91361,0
2.2170026,0.54799998,0.80246001,91362,0
1.2458035,0.53799999,0.79785597,91364,0
1.1616526,0.542,0.75386,91367,0
1.6862013,0.0,0.050000001,91371,0
2.3921463,0.64700001,0.86548698,91377,0
2.3820798,0.54000002,0.85159898,91381,0
13.49349,0.264,0.55899698,91384,0
2.8884954,0.331,0.80659997,91387,0
8.5815048,0.36199999,0.69960499,91390,0
1.1133808,0.352,0.714118,91401,0
0.5490765,0.171,0.74136603,91402,0
0.4879944,0.63700002,0.87491101,91403,0
0.087918274,0.22400001,0.68228102,91405,0
1.9571216,0.25999999,0.74604398,91406,0
0.36157781,0.354,0.69199699,91411,0
0.84686583,0.60100001,0.78243101,91423,0
0.88602728,0.67199999,0.86559701,91436,0
2.0691657,0.42899999,0.72218603,91501,0
1.0616432,0.333,0.80170798,91502,0
2.3351233,0.433,0.75696898,91504,0
1.0926694,0.461,0.87807399,91505,0
0.56025517,0.38499999,0.858105,91506,0
0.5377869,0.40700001,0.79262501,91601,0
0.78769279,0.56300002,0.77433801,91602,0
0.60886401,0.66100001,0.78263599,91604,0
1.5799941,0.18799999,0.72415799,91605,0
1.1096232,0.235,0.70365101,91606,0
0.80276966,0.48899999,0.74193197,91607,0
1.4853437,0.47600001,0.94999999,91608,0
1.8024845,0.34599999,0.68502802,91701,0
8.4225006,0.20900001,0.70371401,91702,0
0.55851305,0.132,0.784576,91706,0
4.1434665,0.27700001,0.94999999,91708,0
3.4327192,0.46599999,0.76803499,91709,0
1.111127,0.226,0.59350902,91710,0
4.4015231,0.56400001,0.75212502,91711,0
0.28523785,0.20900001,0.80173701,91722,0
0.10149454,0.22,0.75238299,91723,0
3.0474441,0.296,0.74689198,91724,0
1.0311643,0.289,0.64111203,91730,0
1.6036471,0.118,0.75288302,91731,0
1.2721207,0.134,0.74958497,91732,0
1.325846,0.1,0.74294198,91733,0
4.9671717,0.37,0.67929,91737,0
1.8006147,0.46399999,0.712937,91739,0
1.450366,0.29100001,0.75472498,91740,0
3.6183286,0.456,0.75739801,91741,0
1.4130106,0.112,0.74556601,91744,0
1.3335503,0.34099999,0.82428598,91745,0
2.2125423,0.132,0.79686397,91746,0
0.86486882,0.38999999,0.83734697,91748,0
3.9441764,0.38,0.73068702,91750,0
2.5789418,0.19,0.68121803,91752,0
1.2721035,0.34900001,0.94056499,91754,0
1.5785917,0.28099999,0.91505498,91755,0
11.935941,0.41100001,0.84385401,91759,0
1.204731,0.183,0.67462897,91761,0
0.14481328,0.163,0.68651903,91762,0
1.0217423,0.163,0.67702401,91763,0
0.3752504,0.161,0.623182,91764,0
1.3152241,0.56,0.86563998,91765,0
1.8731414,0.178,0.68945497,91766,0
0.68356943,0.193,0.72222298,91767,0
3.2395551,0.145,0.63084102,91768,0
0.98261279,0.206,0.85929298,91770,0
1.5098336,0.36899999,0.73487502,91773,0
0.89016902,0.484,0.844675,91775,0
0.89541626,0.27700001,0.86792898,91776,0
0.87144434,0.39399999,0.88902599,91780,0
4.4788966,0.46599999,0.78397101,91784,0
0.81131339,0.25299999,0.67240602,91786,0
1.2855508,0.50999999,0.83429301,91789,0
0.097534515,0.23100001,0.80045801,91790,0
1.5161474,0.32499999,0.80476099,91791,0
1.621258,0.34200001,0.80778903,91792,0
0.76301736,0.37599999,0.82335198,91801,0
1.0915817,0.31,0.87141401,91803,0
5.9659057,0.345,0.56113601,91901,0
3.1328847,0.41800001,0.81443501,91902,0
44.670918,0.12,0.54445201,91905,0
27.71089,0.15899999,0.51305902,91906,0
0.89124858,0.25400001,0.94999999,91910,0
1.9433801,0.167,0.94999999,91911,0
2.0795381,0.40599999,0.86595601,91913,0
1.3269436,0.46799999,0.94999999,91914,0
1.0191513,0.435,0.89136797,91915,0
15.91034,0.25799999,0.56788099,91916,0
15.530598,0.234,0.94999999,91917,0
15.946175,0.154,0.38225299,91931,0
1.6488405,0.219,0.72252202,91932,0
54.099358,0.050000001,0.94999999,91934,0
13.250606,0.38600001,0.70645601,91935,0
1.4659975,0.42399999,0.77961498,91941,0
0.82818663,0.37799999,0.74844599,91942,0
1.3499433,0.186,0.74256498,91945,0
30.403711,0.87,0.40000001,91948,0
1.028981,0.139,0.78997999,91950,0
36.39365,0.32499999,0.486139,91962,0
27.1234,0.30599999,0.94999999,91963,0
2.1806829,0.228,0.68007499,91977,0
2.0338111,0.27900001,0.699265,91978,0
30.932013,0.0,0.94999999,91980,0
8.006629,0.396,0.67436999,92003,0
53.015423,0.255,0.94999999,92004,0
1.6753148,0.60799998,0.76933903,92007,0
1.153816,0.54100001,0.768318,92008,0
1.6560748,0.63300002,0.77625299,92009,0
2.5030377,0.51899999,0.86264098,92010,0
1.3998337,0.63800001,0.743451,92011,0
2.0512793,0.76700002,0.87558001,92014,0
5.5282469,0.33700001,0.696347,92019,0
1.5762395,0.234,0.72097301,92020,0
2.455641,0.184,0.63994497,92021,0
0.79936427,0.62199998,0.79988402,92024,0
1.9165972,0.249,0.67655897,92025,0
5.5532985,0.30399999,0.72849602,92026,0
5.9896412,0.2,0.694359,92027,0
5.147337,0.317,0.690054,92028,0
5.0162592,0.43399999,0.80565,92029,0
33.590378,0.27200001,0.76201898,92036,0
0.85716951,0.75,0.94999999,92037,0
4.9139233,0.20999999,0.571172,92040,0
0.46195963,0.31900001,0.64581102,92054,0
10.182135,0.085000001,0.050000001,92055,0
1.0878668,0.33899999,0.74420702,92056,0
0.45089614,0.30000001,0.65109098,92057,0
3.0073059,0.26800001,0.41166401,92058,0
11.552007,0.171,0.700948,92059,0
20.588566,0.71100003,0.94999999,92060,0
13.859064,0.28,0.86044502,92061,0
5.2055259,0.48300001,0.761114,92064,0
8.1204224,0.28200001,0.57549399,92065,0
43.043961,0.068000004,0.27591199,92066,0
1.9076306,0.68000001,0.94999999,92067,0
3.922133,0.278,0.727705,92069,0
17.550138,0.192,0.896366,92070,0
1.9594036,0.296,0.66123199,92071,0
0.50326425,0.67199999,0.84355801,92075,0
1.6668261,0.46200001,0.73864698,92078,0
1.4363517,0.34099999,0.70331502,92081,0
8.0031614,0.31200001,0.70725298,92082,0
0.71899593,0.167,0.70545399,92083,0
1.3396726,0.25,0.66346502,92084,0
31.110809,0.20999999,0.50268102,92086,0
1.062284,0.69199997,0.94999999,92091,0
1.0305489,0.53299999,0.89789701,92101,0
0.91603392,0.233,0.81266302,92102,0
0.18255676,0.63800001,0.94999999,92103,0
0.92466682,0.493,0.81194699,92104,0
1.5188882,0.155,0.71464503,92105,0
0.95721465,0.57999998,0.75101203,92106,0
0.96870583,0.57599998,0.67240399,92107,0
0.23074776,0.57700002,0.89873499,92108,0
0.14120683,0.65899998,0.74023998,92109,0
1.9756986,0.46700001,0.72339797,92110,0
0.76628411,0.39500001,0.72599697,92111,0
1.5202996,0.086000003,0.72564602,92113,0
3.3246593,0.183,0.76815802,92114,0
0.48099518,0.32600001,0.69238001,92115,0
0.77434272,0.52999997,0.779118,92116,0
1.0023367,0.45699999,0.737755,92117,0
3.9356229,0.64700001,0.74429399,92118,0
1.8083981,0.49000001,0.77735198,92119,0
2.6968417,0.50300002,0.81920898,92120,0
2.3074594,0.81099999,0.94999999,92121,0
0.65757036,0.73900002,0.83802301,92122,0
2.2044129,0.472,0.88993001,92123,0
2.9552469,0.51200002,0.62920099,92124,0
0.57501554,0.44800001,0.77928603,92126,0
1.3837806,0.71600002,0.87491298,92127,0
1.7743666,0.616,0.810031,92128,0
0.42773291,0.62199998,0.83634698,92129,0
1.5022284,0.79400003,0.94999999,92130,0
4.936336,0.69199997,0.94109797,92131,0
0.11242188,0.0,0.94999999,92132,0
1.1386746,0.061000001,0.185965,92134,0
3.9739602,0.333,0.059843,92135,0
2.6932011,0.20999999,0.78468901,92139,0
0.96958649,0.032000002,0.050000001,92140,0
4.5193214,0.551,0.083471,92145,0
1.2321562,0.0,0.050000001,92147,0
2.949621,0.167,0.94999999,92154,0
1.8509352,0.016000001,0.122807,92155,0
3.5474522,0.092,0.94999999,92173,0
0.43231589,0.134,0.69103998,92201,0
0.99157131,0.26300001,0.68653703,92203,0
2.7887158,0.55199999,0.82344902,92210,0
2.5958824,0.40599999,0.875453,92211,0
6.5779696,0.154,0.58939397,92220,0
41.498428,0.0,0.94999999,92222,0
5.2173057,0.249,0.65965998,92223,0
50.876118,0.079999998,0.30814099,92225,0
25.200224,0.121,0.72733903,92227,0
15.448831,0.134,0.42003199,92230,0
0.42071483,0.17900001,0.94999999,92231,0
24.819035,0.016000001,0.31784001,92233,0
1.4170256,0.21600001,0.72565502,92234,0
0.81184125,0.037,0.67886698,92236,0
66.473938,0.55500001,0.58590299,92239,0
3.9280479,0.132,0.69510198,92240,0
30.85148,0.15000001,0.67504698,92241,0
22.499573,0.178,0.865358,92243,0
3.9192266,0.15800001,0.84807301,92249,0
19.574917,0.127,0.77635199,92250,0
22.944616,0.184,0.72175401,92251,0
8.5772066,0.17900001,0.47307399,92252,0
2.11869,0.36300001,0.69359201,92253,0
33.158485,0.013,0.94999999,92254,0
17.92462,0.241,0.594531,92256,0
36.007412,0.07,0.891509,92257,0
2.3619525,0.013,0.85819501,92258,0
42.272572,0.0,0.94999999,92259,0
1.6424404,0.354,0.69089401,92260,0
4.9365802,0.38,0.780595,92262,0
9.3290854,0.41800001,0.81566,92264,0
25.966293,0.17900001,0.63392901,92266,0
16.566189,0.0,0.050000001,92267,0
8.839468,0.17900001,0.75384599,92268,0
2.6181676,0.44999999,0.85516202,92270,0
2.5869884,0.097000003,0.65683502,92273,0
31.603714,0.055,0.847404,92274,0
48.599693,0.106,0.17536099,92275,0
3.023865,0.12,0.85334301,92276,0
47.442051,0.204,0.35427001,92277,0
8.9145737,0.155,0.050000001,92278,0
42.676109,0.0,0.050000001,92280,0
8.3504753,0.061999999,0.55341899,92281,0
15.714645,0.226,0.48027301,92282,0
47.831036,0.081,0.253133,92283,0
11.735453,0.16599999,0.49135101,92284,0
26.135006,0.12,0.43783799,92285,0
7.8661046,0.061000001,0.504197,92301,0
55.862232,0.0,0.050000001,92304,0
5.2418795,0.42500001,0.61846697,92305,0
13.402242,0.191,0.52702701,92307,0
13.333385,0.167,0.49772799,92308,0
96.031151,0.029999999,0.59470499,92309,0
50.038628,0.31999999,0.050000001,92310,0
11.795754,0.103,0.41598901,92311,0
0.5447275,0.271,0.65037602,92313,0
5.8347192,0.171,0.36595401,92314,0
1.9191052,0.28400001,0.70591801,92315,0
1.3626393,0.112,0.69368303,92316,0
2.3728123,0.186,0.67786402,92320,0
4.6258545,0.214,0.64886302,92321,0
8.2242908,0.41600001,0.54588598,92322,0
2.5593095,0.177,0.59408599,92324,0
5.5572147,0.25299999,0.65656197,92325,0
18.786942,0.071999997,0.250774,92327,0
98.878075,0.368,0.409412,92328,0
64.517822,0.030999999,0.050000001,92332,0
5.6019406,0.39500001,0.78861803,92333,0
2.0126359,0.090999998,0.61166698,92335,0
1.0487798,0.243,0.71201497,92336,0
1.6242605,0.178,0.63308698,92337,0
46.064247,0.0,0.050000001,92338,0
17.834141,0.36700001,0.56212997,92339,0
11.972242,0.153,0.94999999,92341,0
26.420479,0.23899999,0.456597,92342,0
4.5616188,0.139,0.493781,92344,0
2.3747582,0.104,0.52910399,92345,0
4.3330112,0.20999999,0.564273,92346,0
27.532215,0.107,0.36106801,92347,0
1.8298322,0.398,0.58424503,92352,0
0.66644424,0.47400001,0.74910998,92354,0
25.775871,0.097999997,0.36625499,92356,0
15.633736,0.185,0.624654,92358,0
6.237937,0.22400001,0.52539498,92359,0
13.912234,0.122,0.234304,92363,0
78.548401,0.0,0.050000001,92364,0
63.771027,0.131,0.31615001,92365,0
16.602413,0.072999999,0.36400801,92368,0
3.8559394,0.124,0.35611099,92371,0
4.5240707,0.156,0.40279001,92372,0
3.8692794,0.5,0.754875,92373,0
0.10079028,0.33899999,0.63957101,92374,0
0.98336256,0.093999997,0.617423,92376,0
2.9979961,0.17299999,0.67269701,92377,0
3.7934954,0.17,0.94999999,92378,0
9.0500755,0.27500001,0.671763,92382,0
36.396187,0.76499999,0.050000001,92384,0
3.174916,0.278,0.94999999,92385,0
5.2221031,0.199,0.47199601,92386,0
33.899624,0.26499999,0.050000001,92389,0
1.9484863,0.114,0.53974903,92391,0
3.0178423,0.133,0.58185703,92392,0
7.2454762,0.112,0.56054902,92394,0
1.0857782,0.17,0.51090801,92395,0
7.6353226,0.31099999,0.65065098,92397,0
11.050218,0.02,0.222826,92398,0
5.4350619,0.245,0.56767797,92399,0
0.9161036,0.064000003,0.442803,92401,0
11.132935,0.104,0.53786099,92404,0
1.0076051,0.111,0.54115498,92405,0
6.8718886,0.15700001,0.546354,92407,0
1.3356289,0.16599999,0.59436101,92408,0
0.9161036,0.057999998,0.60144103,92410,0
0.90573615,0.081,0.60806203,92411,0
0.46699736,0.212,0.75457001,92501,0
1.1603187,0.17900001,0.63063997,92503,0
3.085228,0.18099999,0.58598697,92504,0
1.1700346,0.169,0.59703499,92505,0
2.5807085,0.36300001,0.67196798,92506,0
1.500154,0.292,0.624762,92507,0
0.47750723,0.34900001,0.60443997,92508,0
2.8376596,0.118,0.61001402,92509,0
4.1199126,0.36500001,0.70386702,92518,0
10.060627,0.132,0.57608002,92530,0
3.1018448,0.26699999,0.63009399,92532,0
25.928465,0.178,0.55224401,92536,0
30.858801,0.154,0.35912099,92539,0
2.6097653,0.079999998,0.53655303,92543,0
19.141136,0.131,0.48754999,92544,0
2.9351189,0.13500001,0.59561098,92545,0
8.4405727,0.097999997,0.46636501,92548,0
1.0101957,0.148,0.598665,92551,0
1.8856325,0.108,0.59399498,92553,0
8.634038,0.23199999,0.63634598,92555,0
2.2239106,0.186,0.62873101,92557,0
16.423046,0.41299999,0.552885,92561,0
9.9031515,0.30899999,0.57156402,92562,0
0.72569281,0.30399999,0.62911898,92563,0
9.7944355,0.138,0.50160903,92567,0
6.0996542,0.071999997,0.52399802,92570,0
4.7638521,0.106,0.614528,92571,0
2.8330247,0.161,0.68605,92582,0
1.9255186,0.115,0.53169501,92583,0
2.1105859,0.243,0.58958101,92584,0
4.4501061,0.206,0.65532601,92585,0
0.70776981,0.13699999,0.74017799,92586,0
3.9078214,0.248,0.50794703,92587,0
6.4167099,0.28200001,0.52487803,92590,0
1.8267792,0.333,0.61409003,92591,0
7.4886003,0.361,0.56156802,92592,0
3.2018771,0.17399999,0.549474,92595,0
2.2808352,0.27700001,0.54978901,92596,0
0.57282931,0.69499999,0.94999999,92602,0
3.3973386,0.78899997,0.90625501,92603,0
1.0188441,0.61400002,0.81121302,92604,0
0.26857564,0.63999999,0.743101,92606,0
1.1076565,0.62400001,0.63567603,92610,0
0.805112,0.69999999,0.72747803,92612,0
0.47660896,0.671,0.88316202,92614,0
1.053647,0.86799997,0.66492498,92617,0
1.2155691,0.676,0.94999999,92618,0
0.22608699,0.69199997,0.94999999,92620,0
1.3283205,0.40400001,0.693012,92624,0
0.2408447,0.69999999,0.72230101,92625,0
0.52078676,0.44299999,0.70682698,92626,0
0.77937651,0.37200001,0.65557402,92627,0
1.4122725,0.54000002,0.68557501,92629,0
0.8090353,0.43799999,0.84220302,92630,0
