dist,collegegrad,shares,market_ids,prices
0.16065077,0.49200001,0.94999999,92637,0
0.36806166,0.43599999,0.73146099,92646,0
0.83578795,0.361,0.68102902,92647,0
1.2947184,0.45699999,0.70690799,92648,0
0.86747742,0.47299999,0.70526898,92649,0
0.84761649,0.67000002,0.74153101,92651,0
1.1097844,0.50700003,0.78628099,92653,0
0.83318591,0.189,0.851367,92655,0
1.1591357,0.56,0.76984602,92656,0
0.7738288,0.77700001,0.898444,92657,0
0.32864249,0.67699999,0.74856299,92660,0
1.0628232,0.58899999,0.618671,92661,0
0.48873323,0.71399999,0.72757602,92662,0
0.2271639,0.60100001,0.6329,92663,0
16.104305,0.46599999,0.66354901,92672,0
1.3461269,0.56400001,0.66546297,92673,0
4.1938424,0.38299999,0.65473598,92675,0
5.3972874,0.419,0.62329799,92676,0
0.76149696,0.53399998,0.744048,92677,0
3.2177091,0.32300001,0.414179,92678,0
8.9207869,0.60799998,0.70722002,92679,0
0.57849061,0.27000001,0.82893002,92683,0
1.4350899,0.50599998,0.72894502,92688,0
1.4483975,0.45300001,0.705042,92691,0
0.83911455,0.52600002,0.77169299,92692,0
1.5146098,0.68400002,0.865771,92694,0
0.5180248,0.109,0.64117199,92701,0
0.77919227,0.1,0.79123098,92703,0
1.3891877,0.164,0.74412799,92704,0
0.63468891,0.419,0.73934197,92705,0
1.3291646,0.20299999,0.80514801,92706,0
0.58232665,0.148,0.72019899,92707,0
0.64950138,0.43200001,0.808263,92708,0
0.65306252,0.34599999,0.70788097,92780,0
0.42137039,0.66000003,0.94999999,92782,0
0.83921659,0.193,0.68101901,92801,0
0.28503197,0.186,0.74939698,92802,0
0.68680787,0.222,0.710154,92804,0
0.79938543,0.19,0.73202902,92805,0
1.5248742,0.266,0.742535,92806,0
0.25900632,0.41600001,0.77620298,92807,0
1.5851024,0.54900002,0.75633597,92808,0
0.80106455,0.433,0.80860502,92821,0
4.0439596,0.62900001,0.94999999,92823,0
0.69746447,0.42899999,0.68772501,92831,0
1.0050374,0.31200001,0.74576998,92832,0
0.10821116,0.41800001,0.787673,92833,0
2.1105535,0.546,0.83995003,92835,0
1.1821033,0.222,0.78723401,92840,0
0.24849802,0.214,0.81459099,92841,0
0.38385153,0.169,0.79368299,92843,0
0.10105925,0.221,0.84348398,92844,0
0.21129979,0.391,0.75368798,92845,0
0.9196682,0.20100001,0.47281599,92860,0
1.1912706,0.54500002,0.73563403,92861,0
1.0691764,0.35100001,0.72877502,92865,0
0.77281719,0.34299999,0.67363697,92866,0
1.097953,0.39399999,0.69017702,92867,0
1.2548248,0.285,0.6595,92868,0
1.7151384,0.43900001,0.75060999,92869,0
0.79693609,0.391,0.73843199,92870,0
0.93376935,0.22400001,0.64842302,92879,0
3.3166511,0.35499999,0.61916101,92880,0
0.68912345,0.30899999,0.60841799,92881,0
4.4890962,0.259,0.61938202,92882,0
3.6768761,0.31200001,0.656618,92883,0
1.3782517,0.51300001,0.73501801,92886,0
2.8736756,0.60600001,0.75235599,92887,0
1.968545,0.333,0.74204803,93001,0
0.76506126,0.37099999,0.74273998,93003,0
3.5405326,0.33000001,0.738895,93004,0
1.042012,0.40099999,0.72092801,93010,0
3.0058045,0.47499999,0.77449602,93012,0
21.018671,0.37099999,0.81696802,93013,0
11.239163,0.163,0.742935,93015,0
1.8407577,0.43700001,0.751001,93021,0
4.4115057,0.30500001,0.58820099,93022,0
6.5830221,0.42399999,0.74551499,93023,0
53.603752,0.175,0.78817898,93030,0
3.2770987,0.103,0.743527,93033,0
11.264524,0.31799999,0.69436502,93035,0
0.34792528,0.221,0.717049,93036,0
11.070285,0.081,0.88093799,93040,0
2.8402388,0.2,0.62431997,93041,0
1.959078,0.0,0.22388101,93043,0
6.4645038,0.156,0.74442703,93060,0
1.7697964,0.31600001,0.72399998,93063,0
1.7697964,0.0,0.050000001,93064,0
0.85796314,0.35299999,0.75325102,93065,0
4.5595684,0.329,0.71617699,93066,0
3.5725431,0.61799997,0.94999999,93067,0
0.45501894,0.38999999,0.81644398,93101,0
0.61361766,0.46399999,0.80569702,93103,0
6.4001327,0.588,0.74979699,93105,0
9.4735727,0.713,0.82134402,93108,0
0.89380258,0.58899999,0.80539,93109,0
1.1443418,0.47,0.76902199,93110,0
1.5739535,0.51200002,0.89224201,93111,0
27.852007,0.50300002,0.60217702,93117,0
24.42779,0.017999999,0.45072401,93201,0
3.3433506,0.105,0.46121699,93202,0
12.402945,0.02,0.59829801,93203,0
11.846562,0.032000002,0.498117,93204,0
14.776157,0.161,0.431959,93205,0
15.788587,0.048,0.713346,93206,0
26.281601,0.28,0.45967701,93207,0
38.934673,0.175,0.050000001,93208,0
8.8713703,0.118,0.41170299,93210,0
12.20542,0.037999999,0.33954301,93212,0
12.156587,0.075999998,0.60383803,93215,0
19.562784,0.041999999,0.63875002,93218,0
14.673029,0.025,0.59738898,93219,0
6.403924,0.0,0.050000001,93220,0
4.8192439,0.19499999,0.543899,93221,0
41.03331,0.27200001,0.707349,93222,0
0.8053481,0.032000002,0.54739201,93223,0
13.463623,0.052999999,0.29385,93224,0
41.03331,0.176,0.48340899,93225,0
19.418379,0.25400001,0.050000001,93226,0
2.9516809,0.184,0.538028,93230,0
23.40369,0.011,0.62375301,93234,0
7.5272183,0.057,0.56833798,93235,0
5.7523413,0.40799999,0.94999999,93238,0
21.081503,0.018999999,0.739241,93239,0
2.0114112,0.15800001,0.47299299,93240,0
0.8646009,0.025,0.59557801,93241,0
6.2250752,0.074000001,0.49083,93242,0
34.950893,0.206,0.42941999,93243,0
10.111967,0.44800001,0.72664398,93244,0
1.9733529,0.20100001,0.453686,93245,0
0.32693672,0.059999999,0.53591299,93247,0
48.930954,0.012,0.94999999,93249,0
3.626317,0.039999999,0.552149,93250,0
41.360916,0.046,0.60209399,93251,0
38.115753,0.075000003,0.224576,93252,0
34.408798,0.13,0.59592998,93254,0
27.967941,0.259,0.328509,93255,0
18.163939,0.022,0.539204,93256,0
12.22889,0.115,0.607355,93257,0
12.22889,0.003,0.92823201,93258,0
22.519363,0.19,0.050000001,93260,0
11.628228,0.018999999,0.68807697,93261,0
17.929113,0.5,0.050000001,93262,0
2.0826452,0.102,0.58125502,93263,0
31.636019,0.331,0.59814799,93265,0
23.679169,0.082999997,0.62449998,93266,0
5.1891508,0.088,0.45976099,93267,0
8.1842823,0.082999997,0.36334899,93268,0
18.16744,0.090000004,0.64241099,93270,0
29.8272,0.50599998,0.51897699,93271,0
18.163939,0.028999999,0.385573,93272,0
2.9961946,0.106,0.55166399,93274,0
17.849199,0.183,0.050000001,93276,0
3.2048211,0.228,0.58384901,93277,0
12.734027,0.037,0.48728499,93280,0
23.909054,0.037,0.372531,93283,0
9.1433792,0.134,0.523395,93285,0
9.33249,0.13,0.59793001,93286,0
30.677515,0.0,0.050000001,93287,0
3.6316204,0.229,0.59389198,93291,0
9.3065004,0.20100001,0.59143698,93292,0
0.7045269,0.197,0.64128798,93301,0
0.64645118,0.085000001,0.58832002,93304,0
1.5250461,0.071000002,0.51748002,93305,0
16.453796,0.17200001,0.614308,93306,0
2.8898516,0.055,0.58186501,93307,0
21.494371,0.15099999,0.48428199,93308,0
0.52526754,0.212,0.586905,93309,0
23.334671,0.38100001,0.78347701,93311,0
1.0105025,0.322,0.582421,93312,0
19.646179,0.154,0.69090801,93313,0
5.2591515,0.32699999,0.66976398,93314,0
6.6778069,0.51499999,0.80413902,93401,0
2.7591252,0.428,0.67958498,93402,0
2.8798819,0.38100001,0.40111101,93405,0
10.561003,0.37799999,0.67733198,93420,0
2.8292449,0.32499999,0.59680599,93422,0
8.7313232,0.248,0.94999999,93424,0
33.9832,0.25400001,0.343649,93426,0
1.4741025,0.36500001,0.72043598,93427,0
8.4534922,0.41,0.77833802,93428,0
14.359301,0.0,0.050000001,93429,0
5.9135981,0.396,0.703866,93430,0
14.312814,0.39899999,0.56498098,93432,0
0.86889607,0.31600001,0.63970602,93433,0
8.0218697,0.092,0.78375202,93434,0
5.8372898,0.177,0.643125,93436,0
12.176974,0.435,0.14768399,93437,0
17.099764,0.121,0.74482799,93440,0
7.3313646,0.47600001,0.94999999,93441,0
6.8488789,0.40799999,0.732077,93442,0
3.8856003,0.31099999,0.709629,93444,0
5.5405393,0.162,0.63620198,93445,0
16.974691,0.25400001,0.61544299,93446,0
3.5827982,0.461,0.70235801,93449,0
37.473392,0.090999998,0.483821,93450,0
25.919838,0.192,0.56891203,93451,0
7.3247728,0.127,0.65018302,93452,0
45.768673,0.324,0.589836,93453,0
35.357517,0.17,0.71088701,93454,0
7.261323,0.285,0.64999902,93455,0
4.5098777,0.075999998,0.70229,93458,0
18.570662,0.354,0.72761101,93460,0
41.859089,0.111,0.56633002,93461,0
2.514575,0.403,0.71034902,93463,0
10.885945,0.37900001,0.69310898,93465,0
14.589463,0.097000003,0.46971399,93501,0
6.0903854,0.111,0.39637601,93505,0
3.5932984,0.278,0.54424798,93510,0
31.896933,0.294,0.37308899,93512,0
39.78756,0.197,0.61374199,93513,0
16.324276,0.30899999,0.60508299,93514,0
35.583405,0.124,0.31653699,93516,0
70.352234,0.38800001,0.63067299,93517,0
25.157887,0.228,0.51116598,93518,0
10.284428,0.0,0.050000001,93519,0
88.092552,0.22,0.050000001,93522,0
6.0903854,0.34299999,0.258174,93523,0
28.989504,0.0,0.94999999,93524,0
71.895439,0.19599999,0.57647097,93526,0
40.606289,0.287,0.62180799,93527,0
25.157066,0.0,0.050000001,93528,0
16.697638,0.228,0.94999999,93529,0
75.596153,0.5,0.050000001,93530,0
16.316036,0.50199997,0.90625,93531,0
25.581982,0.205,0.49922699,93532,0
2.4657133,0.164,0.62084901,93534,0
18.123514,0.111,0.62560803,93535,0
25.581982,0.23899999,0.61368299,93536,0
33.731361,0.75199997,0.94999999,93541,0
17.880875,0.078000002,0.60890698,93543,0
22.336359,0.15800001,0.48539501,93544,0
75.596153,0.169,0.59941298,93545,0
15.211068,0.28400001,0.761926,93546,0
68.403488,0.027000001,0.050000001,93549,0
6.7845817,0.086000003,0.66412801,93550,0
1.3811609,0.28,0.73576701,93551,0
7.4210739,0.114,0.72456598,93552,0
21.022282,0.191,0.552311,93553,0
26.005634,0.064000003,0.050000001,93554,0
2.3717813,0.28400001,0.47301301,93555,0
28.589638,0.0,0.050000001,93558,0
11.341675,0.177,0.49680799,93560,0
6.3289862,0.18799999,0.44336399,93561,0
37.932751,0.11,0.29616299,93562,0
16.324446,0.26800001,0.050000001,93563,0
22.563707,0.064000003,0.59020001,93591,0
44.43935,0.178,0.050000001,93592,0
8.3868809,0.094999999,0.56563801,93601,0
32.150875,0.226,0.449927,93602,0
14.942016,0.36000001,0.41142899,93603,0
33.309742,0.33199999,0.77882802,93604,0
38.476894,0.37799999,0.050000001,93605,0
8.1052103,0.094999999,0.89401901,93606,0
33.287388,0.0,0.66342801,93608,0
18.109049,0.14399999,0.72205001,93609,0
4.4936132,0.093000002,0.40882999,93610,0
1.4873307,0.34900001,0.66647702,93611,0
0.27425048,0.186,0.61554801,93612,0
6.9893618,0.26199999,0.54231602,93614,0
11.174946,0.012,0.50266403,93615,0
6.0788622,0.163,0.62180001,93616,0
2.8202722,0.114,0.62638199,93618,0
8.9803534,0.45899999,0.83347303,93619,0
12.852393,0.113,0.58182901,93620,0
27.040411,0.80000001,0.94999999,93621,0
31.948534,0.054000001,0.64379501,93622,0
15.386999,0.70200002,0.52631599,93623,0
29.261213,0.107,0.614057,93624,0
2.0479476,0.2,0.73235101,93625,0
12.271833,0.428,0.51420802,93626,0
21.668732,0.0,0.69230801,93627,0
31.644915,0.44600001,0.94999999,93628,0
4.7959247,0.082000002,0.69531101,93630,0
5.4318037,0.27599999,0.61336303,93631,0
49.842751,0.0,0.050000001,93633,0
43.379246,0.47099999,0.050000001,93634,0
6.2958612,0.102,0.71362698,93635,0
15.070059,0.26499999,0.67697901,93636,0
12.447083,0.132,0.62723303,93637,0
7.0086093,0.079000004,0.61083102,93638,0
30.525841,0.022,0.76345199,93640,0
28.586905,0.0089999996,0.050000001,93641,0
23.500919,0.22,0.59703797,93643,0
8.8388767,0.236,0.52870899,93644,0
10.616105,0.20299999,0.94594598,93645,0
4.843925,0.035999998,0.56339002,93646,0
10.45958,0.071000002,0.58961803,93647,0
6.2105236,0.052999999,0.653418,93648,0
0.30499306,0.055,0.78387499,93650,0
22.545706,0.233,0.50206202,93651,0
13.30289,0.0,0.62575501,93652,0
19.098413,0.228,0.351064,93653,0
2.7251825,0.141,0.70428699,93654,0
14.306287,0.101,0.658333,93656,0
17.16674,0.16599999,0.70104802,93657,0
19.015802,0.032000002,0.76121002,93660,0
2.1184077,0.105,0.67726302,93662,0
50.260021,0.465,0.80263197,93664,0
12.891278,0.0,0.42835999,93665,0
2.8202722,0.02,0.50402099,93666,0
37.199966,0.19599999,0.439118,93667,0
22.515141,0.12,0.52126801,93668,0
11.437018,0.14399999,0.49579799,93669,0
9.4207668,0.0049999999,0.58297902,93673,0
21.893913,0.211,0.41471699,93675,0
0.90047616,0.050999999,0.64480197,93701,0
1.3788648,0.059,0.63537699,93702,0
1.0181235,0.082000002,0.60755098,93703,0
1.2553114,0.315,0.62033898,93704,0
1.2863829,0.127,0.60500401,93705,0
13.30289,0.085000001,0.57802802,93706,0
0.67406803,0.266,0.558837,93710,0
0.36112833,0.435,0.70194203,93711,0
0.57454091,0.47799999,0.73658001,93720,0
0.87404233,0.131,0.49224201,93721,0
0.77582866,0.185,0.67811,93722,0
5.9178643,0.20900001,0.63744402,93723,0
3.811167,0.094999999,0.63367701,93725,0
1.1158307,0.148,0.590985,93726,0
1.4055313,0.199,0.64807302,93727,0
2.174377,0.155,0.602,93728,0
3.7682576,0.61500001,0.78994,93730,0
0.31475776,0.243,0.82479697,93901,0
0.36917764,0.050999999,0.88440198,93905,0
0.77020562,0.14300001,0.75066203,93906,0
3.182687,0.23100001,0.71687502,93907,0
7.8092499,0.47799999,0.83621597,93908,0
40.668877,0.331,0.63337898,93920,0
1.6700829,0.685,0.76878297,93921,0
13.660615,0.60600001,0.71977103,93923,0
18.315311,0.47299999,0.79056799,93924,0
12.002628,0.093000002,0.61361301,93925,0
3.5430243,0.090999998,0.86046201,93926,0
19.855072,0.055,0.78948599,93927,0
2.8430791,0.059999999,0.125293,93928,0
11.795318,0.078000002,0.74044299,93930,0
28.399317,0.16,0.38392901,93932,0
0.68517858,0.32300001,0.781542,93933,0
2.1637166,0.52999997,0.69807601,93940,0
1.3546892,0.0,0.94999999,93943,0
1.3556584,0.54400003,0.785667,93950,0
3.0385549,0.63300002,0.85272098,93953,0
13.052875,0.0,0.35833299,93954,0
2.2872822,0.236,0.70891303,93955,0
2.4875679,0.068999998,0.54140002,93960,0
7.8092499,0.34200001,0.94999999,93962,0
2.3101921,0.64600003,0.93215901,94002,0
3.3680925,0.54799998,0.94317102,94005,0
1.9404389,0.70300001,0.93739599,94010,0
2.3344285,0.329,0.81988502,94014,0
0.87949246,0.40099999,0.83514303,94015,0
4.4486256,0.52499998,0.683424,94019,0
16.494087,0.61799997,0.698125,94020,0
18.584583,0.463,0.240705,94021,0
3.4593728,0.847,0.94999999,94022,0
1.3141968,0.85100001,0.94999999,94024,0
0.90649098,0.685,0.894633,94025,0
1.271354,0.82200003,0.852108,94027,0
6.0494905,0.79500002,0.88696402,94028,0
0.86178553,0.523,0.93440503,94030,0
5.8486195,0.53399998,0.94999999,94037,0
4.9431591,0.57099998,0.77114701,94038,0
0.95451248,0.71399999,0.93604797,94040,0
1.0272844,0.67900002,0.93826598,94041,0
1.2195749,0.68599999,0.90944397,94043,0
2.1228914,0.45699999,0.86502999,94044,0
25.449266,0.493,0.94999999,94060,0
0.69162929,0.47799999,0.80616301,94061,0
8.8052959,0.64999998,0.847498,94062,0
2.4641061,0.301,0.86246401,94063,0
3.7717931,0.76200002,0.93436903,94065,0
2.3759315,0.43900001,0.90137601,94066,0
0.90095931,0.68800002,0.94489801,94070,0
18.507364,0.16599999,0.94999999,94074,0
1.7790601,0.35699999,0.87128401,94080,0
2.1177638,0.52700001,0.93100202,94085,0
1.0882044,0.68599999,0.89666498,94086,0
1.3413754,0.72799999,0.94497502,94087,0
1.6963971,0.51499999,0.90482199,94089,0
0.24752516,0.48199999,0.94999999,94102,0
0.29548919,0.53200001,0.94999999,94103,0
0.070728101,0.37599999,0.94999999,94104,0
0.25523821,0.82999998,0.94999999,94105,0
0.32508498,0.68900001,0.88931298,94107,0
0.21735287,0.47400001,0.78132999,94108,0
0.1208943,0.667,0.77581,94109,0
0.21302965,0.58600003,0.90262002,94110,0
0.8529951,0.72500002,0.94999999,94111,0
0.10217649,0.32300001,0.94464099,94112,0
0.37931135,0.78100002,0.836393,94114,0
0.65848243,0.708,0.857346,94115,0
0.30577597,0.55000001,0.88784301,94116,0
0.42095023,0.773,0.70862103,94117,0
0.24483566,0.70599997,0.79918498,94118,0
17.040438,0.58899999,0.858787,94121,0
0.40953013,0.60799998,0.82463503,94122,0
0.13946247,0.85100001,0.77119398,94123,0
1.1708956,0.26300001,0.94999999,94124,0
0.54406005,0.68300003,0.88444,94127,0
2.3059502,0.14399999,0.050000001,94128,0
1.5010202,0.83700001,0.67794901,94129,0
4.3582654,0.38699999,0.55312699,94130,0
0.5647763,0.73400003,0.85349101,94131,0
0.82756311,0.50999999,0.696217,94132,0
0.13946247,0.493,0.837924,94133,0
1.2124368,0.24600001,0.94999999,94134,0
0.32010713,0.736,0.94999999,94158,0
0.69294333,0.82599998,0.94999999,94301,0
1.7579161,0.47499999,0.88157099,94303,0
0.3919279,0.85100001,0.94999999,94304,0
0.60660309,0.93599999,0.55173302,94305,0
0.45685384,0.80699998,0.94999999,94306,0
0.64230657,0.41299999,0.88637203,94401,0
0.70159745,0.65499997,0.94999999,94402,0
1.2908503,0.58600003,0.90893298,94403,0
0.94707698,0.69400001,0.91540802,94404,0
1.0615776,0.52899998,0.88457799,94501,0
0.77883375,0.62599999,0.92497802,94502,0
2.765327,0.29800001,0.93040901,94503,0
2.9689238,0.31400001,0.65880102,94505,0
2.4570115,0.71200001,0.93479502,94506,0
4.6616216,0.73799998,0.92098701,94507,0
21.019144,0.44999999,0.46453601,94508,0
0.54617769,0.16599999,0.74950403,94509,0
6.9642982,0.44600001,0.79568303,94510,0
10.637828,0.11,0.64177001,94511,0
12.368931,0.0,0.050000001,94512,0
2.8018625,0.32499999,0.83369797,94513,0
5.6386251,0.234,0.581545,94514,0
15.61442,0.37,0.74855202,94515,0
2.9468358,0.72399998,0.050000001,94516,0
8.973485,0.53100002,0.80815202,94517,0
1.6057588,0.41800001,0.81015003,94518,0
2.7752147,0.34599999,0.78504097,94519,0
0.85106707,0.25400001,0.86957002,94520,0
0.078073099,0.42699999,0.84321898,94521,0
0.22655426,0.54900002,0.89365798,94523,0
4.0992436,0.41800001,0.780774,94525,0
0.55803794,0.671,0.92149699,94526,0
4.0695477,0.80000001,0.94999999,94528,0
0.76888949,0.63499999,0.94999999,94530,0
1.646832,0.27599999,0.83993202,94531,0
1.2320291,0.215,0.67753398,94533,0
4.0200176,0.40000001,0.83360797,94534,0
7.2226281,0.43599999,0.24367601,94535,0
1.658299,0.51599997,0.85593098,94536,0
1.0849539,0.48300001,0.88674003,94538,0
1.2971803,0.73100001,0.94701898,94539,0
1.0408353,0.28400001,0.844827,94541,0
2.4431715,0.48199999,0.81058401,94542,0
1.423629,0.213,0.84340799,94544,0
2.8190053,0.28400001,0.89986902,94545,0
2.6775627,0.42199999,0.90526402,94546,0
1.9533141,0.43200001,0.89521801,94547,0
4.7669754,0.169,0.94999999,94548,0
0.79117149,0.71399999,0.91636199,94549,0
18.091936,0.47799999,0.83391601,94550,0
9.4440756,0.43700001,0.72992498,94551,0
5.9443583,0.602,0.91720998,94552,0
0.57771617,0.39199999,0.84457397,94553,0
2.8921816,0.60600001,0.87870401,94555,0
0.78972459,0.73900002,0.880979,94556,0
19.639885,0.35699999,0.78951102,94558,0
4.5009885,0.32699999,0.78915298,94559,0
3.4645472,0.336,0.885827,94560,0
3.8582468,0.198,0.784096,94561,0
1.20625,0.824,0.94999999,94563,0
0.80980146,0.317,0.87916899,94564,0
1.2004391,0.189,0.830733,94565,0
2.2351916,0.63800001,0.884628,94566,0
31.887039,0.31799999,0.61635202,94567,0
2.0349212,0.65100002,0.94999999,94568,0
2.713809,0.35600001,0.050000001,94569,0
22.812218,0.32600001,0.70560199,94571,0
4.3836527,0.23999999,0.73812902,94572,0
19.38423,0.60000002,0.94999999,94573,0
13.757525,0.50800002,0.767654,94574,0
2.4449987,0.65200001,0.143463,94575,0
18.806654,0.248,0.94999999,94576,0
1.5374916,0.347,0.88345301,94577,0
0.70007885,0.255,0.780424,94578,0
1.1366171,0.29499999,0.90705299,94579,0
0.6649341,0.25099999,0.836891,94580,0
1.3682177,0.75400001,0.94999999,94582,0
1.2124306,0.65200001,0.94999999,94583,0
9.1613054,0.21799999,0.68712002,94585,0
6.2392411,0.45699999,0.94999999,94586,0
2.0652416,0.403,0.83990097,94587,0
1.1352819,0.66600001,0.87747902,94588,0
1.5530438,0.20999999,0.75615698,94589,0
0.6255489,0.212,0.73376101,94590,0
1.7454622,0.30000001,0.778687,94591,0
1.1423894,0.58600003,0.921857,94592,0
0.93642288,0.64499998,0.90574002,94595,0
1.7070359,0.68599999,0.93296897,94596,0
1.1425437,0.65700001,0.89348602,94597,0
0.67505461,0.71600002,0.93255001,94598,0
9.8600054,0.40799999,0.86292899,94599,0
1.552417,0.221,0.86011302,94601,0
1.3527601,0.51499999,0.88150102,94602,0
2.0040901,0.133,0.82366103,94603,0
1.7372971,0.354,0.81295103,94605,0
1.0345496,0.36700001,0.84016001,94606,0
2.2367325,0.43099999,0.82061899,94607,0
0.17156805,0.59399998,0.82552302,94608,0
0.70312148,0.57599998,0.79421997,94609,0
0.37497175,0.70099998,0.834077,94610,0
0.89398342,0.74000001,0.94554001,94611,0
0.42595702,0.53899997,0.94999999,94612,0
0.82733107,0.493,0.171967,94613,0
1.0586643,0.81,0.89266998,94618,0
2.3601029,0.50300002,0.89598697,94619,0
1.3139046,0.105,0.79020602,94621,0
0.89484435,0.63999999,0.92449898,94702,0
0.13049936,0.70499998,0.783903,94703,0
0.85141551,0.68400002,0.468557,94704,0
0.2692728,0.82499999,0.91657102,94705,0
0.07072363,0.736,0.88656199,94706,0
1.005513,0.85699999,0.94999999,94707,0
2.6709259,0.87099999,0.94999999,94708,0
0.090176389,0.84600002,0.73799098,94709,0
1.4512974,0.565,0.94999999,94710,0
0.18060786,0.87800002,0.49560601,94720,0
1.6520444,0.18099999,0.90344399,94801,0
4.4439583,0.38999999,0.86640799,94803,0
0.75410682,0.27500001,0.92550099,94804,0
2.3772385,0.37400001,0.91771197,94805,0
0.14238618,0.184,0.84237099,94806,0
0.5520401,0.0,0.050000001,94850,0
1.6341535,0.491,0.94999999,94901,0
1.4264753,0.58600003,0.92309803,94903,0
2.4623852,0.73299998,0.89857602,94904,0
1.82042,0.79100001,0.889319,94920,0
12.181901,0.40099999,0.30829999,94922,0
11.228317,0.65100002,0.94999999,94923,0
20.712284,0.56900001,0.94999999,94924,0
0.77723145,0.66799998,0.94999999,94925,0
1.0141885,0.294,0.79525697,94928,0
20.890776,0.56599998,0.050000001,94929,0
12.01728,0.60100001,0.86402798,94930,0
0.9317323,0.32100001,0.83052301,94931,0
11.666627,0.46900001,0.94999999,94933,0
26.945463,0.57200003,0.94999999,94937,0
12.383269,0.52100003,0.604119,94938,0
0.88697869,0.80299997,0.94999999,94939,0
22.136703,0.5,0.49825799,94940,0
2.4774139,0.75599998,0.89464802,94941,0
2.1418786,0.46200001,0.84397101,94945,0
10.891752,0.58700001,0.78440398,94946,0
4.3179493,0.46700001,0.85346103,94947,0
1.101253,0.495,0.85130697,94949,0
19.388147,0.57200003,0.050000001,94950,0
6.1824222,0.41800001,0.72806001,94951,0
14.813416,0.435,0.77514797,94952,0
5.2049537,0.354,0.84876901,94954,0
18.724184,0.55599999,0.94999999,94956,0
2.223881,0.73900002,0.94999999,94957,0
3.0255728,0.73500001,0.87967497,94960,0
9.6551857,0.68400002,0.94999999,94963,0
1.7316579,0.089000002,0.134073,94964,0
5.0899205,0.63099998,0.82682401,94965,0
11.88058,0.63700002,0.65412402,94970,0
18.203598,0.704,0.94999999,94971,0
13.56911,0.0,0.94999999,94972,0
7.4215193,0.546,0.94999999,94973,0
1.9080701,0.23999999,0.782812,95002,0
4.0933313,0.55299997,0.77356303,95003,0
9.3103075,0.315,0.73588401,95004,0
4.5657792,0.414,0.66914201,95005,0
17.42914,0.389,0.69010401,95006,0
17.42914,0.07,0.94999999,95007,0
0.98223758,0.53200001,0.910492,95008,0
0.53365368,0.37400001,0.89544803,95010,0
6.9134598,0.079000004,0.86277002,95012,0
5.7108331,0.273,0.94999999,95013,0
3.6927698,0.79000002,0.94122398,95014,0
14.057759,0.37400001,0.77828097,95017,0
1.9156287,0.53600001,0.88885498,95018,0
0.400879,0.068000004,0.85155201,95019,0
